"debut";"fin";"Aquitaine";"Austrasie";"Bourgogne";"Neustrie";"Provence";"autres";"ecclesiastiques";"nobles"
"1251";NA;NA;0;0;0;0;0;0;0;0
"1252";511;534;0;1;0;0;0;0;0;1
"1253";505;513;0;0;1;0;0;1;0;0
"1254";554;554;0;0;0;0;1;1;0;0
"1255";570;570;0;1;0;0;0;1;0;0
"1256";570;580;1;0;0;0;0;0;1;0
"1257";570;570;0;1;0;0;0;0;1;0
"1258";581;581;0;0;0;1;0;0;1;0
"1259";585;585;0;0;0;1;0;0;0;1
"1260";576;590;0;0;0;1;0;0;1;0
"1261";585;585;0;0;1;0;0;0;1;0
"1263";600;610;0;0;1;0;0;0;1;0
"1264";538;549;0;0;0;1;0;1;0;0
"1265";561;575;0;1;0;0;0;1;0;0
"1266";541;541;0;0;1;0;0;0;1;0
"1267";NA;NA;0;0;0;0;0;0;0;0
"1268";NA;523;0;0;1;0;0;0;1;0
"1269";549;549;0;0;1;0;0;0;1;0
"1270";585;585;0;0;0;0;1;1;0;0
"1271";555;561;0;0;1;0;0;1;0;0
"1272";530;544;0;0;0;1;0;0;1;0
"1273";490;496;0;0;0;1;0;1;0;0
"1274";NA;587;0;1;0;0;0;1;0;0
"1275";520;530;1;0;0;0;0;1;0;0
"1276";570;580;0;1;0;0;0;1;0;0
"1277";580;590;0;0;0;1;0;0;1;0
"1278";560;571;1;0;0;0;0;0;1;0
"1279";585;590;0;0;0;0;1;1;0;0
"1280";549;549;0;0;1;0;0;1;0;0
"1281";580;590;1;0;0;0;0;1;0;0
"1282";515;515;0;0;1;0;0;0;1;0
"1283";490;500;0;1;0;0;0;1;0;0
"1284";499;505;0;0;1;0;0;1;0;0
"1285";NA;573;0;0;1;0;0;0;0;1
"1286";500;500;0;0;1;0;0;0;1;0
"1287";533;533;0;0;0;0;1;0;1;0
"1288";487;510;0;0;1;0;0;1;0;0
"1289";NA;NA;0;0;0;0;0;0;0;0
"1290";517;517;0;0;0;0;1;1;0;0
"1291";570;570;0;0;1;0;0;0;1;0
"1292";NA;NA;0;0;0;0;0;0;0;0
"1293";496;500;0;1;0;0;0;1;0;0
"1294";561;585;0;0;0;1;0;1;0;0
"1295";541;554;0;0;0;0;1;1;0;0
"1299";535;535;1;0;0;0;0;0;1;0
"1300";585;590;0;0;0;0;1;1;0;0
"1301";NA;NA;0;0;0;0;0;0;0;0
"1303";495;507;0;0;0;1;0;1;0;0
"1304";611;627;1;0;0;0;0;1;0;0
"1305";570;581;0;0;0;0;1;1;0;0
"1306";490;510;0;0;0;0;1;1;0;0
"1307";450;490;0;0;0;1;0;1;0;0
"1308";515;519;0;0;1;0;0;1;0;0
"1309";567;567;0;0;0;1;0;1;0;0
"1310";NA;NA;0;0;0;0;0;0;0;0
"1311";506;506;1;0;0;0;0;1;0;0
"1312";585;585;0;0;0;0;1;1;0;0
"1313";585;585;0;0;1;0;0;0;1;0
"1314";512;520;0;0;0;1;0;1;0;0
"1315";538;538;1;0;0;0;0;0;1;0
"1316";NA;546;0;0;1;0;0;1;0;0
"1317";549;549;1;0;0;0;0;0;1;0
"1318";549;570;0;0;1;0;0;0;1;0
"1319";551;570;0;0;1;0;0;1;0;0
"1320";614;614;0;0;0;0;1;1;0;0
"1321";527;549;0;0;0;0;1;1;0;0
"1322";585;585;0;0;1;0;0;0;1;0
"1323";585;585;0;0;1;0;0;0;1;0
"1324";NA;588;0;0;1;0;0;0;1;0
"1325";NA;NA;0;0;0;0;0;0;0;0
"1326";NA;586;0;0;1;0;0;0;1;0
"1327";549;549;0;0;0;1;0;0;1;0
"1328";NA;529;0;1;0;0;0;1;0;0
"1329";NA;513;0;0;1;0;0;0;1;0
"1330";516;516;0;0;1;0;0;0;1;0
"1331";541;549;0;0;0;0;1;1;0;0
"1332";549;549;1;0;0;0;0;0;1;0
"1333";584;601;0;0;0;0;1;0;1;0
"1334";488;495;0;0;0;1;0;1;0;0
"1335";549;549;1;0;0;0;0;0;1;0
"1336";490;493;0;0;1;0;0;1;0;0
"1337";517;535;0;0;1;0;0;1;0;0
"1339";570;575;0;0;0;0;1;0;1;0
"1340";485;499;0;0;1;0;0;0;1;0
"1341";542;569;0;1;0;0;0;1;0;0
"1342";548;555;0;1;0;0;0;0;0;1
"1343";540;558;0;0;0;1;0;0;0;1
"1344";581;585;0;1;0;0;0;1;0;0
"1345";571;571;0;1;0;0;0;1;0;0
"1346";NA;NA;0;0;0;0;0;0;0;0
"1347";550;560;0;0;0;1;0;0;1;0
"1348";575;575;0;1;0;0;0;1;0;0
"1350";587;587;0;0;0;1;0;0;0;1
"1352";573;583;0;0;0;0;1;1;0;0
"1353";570;570;0;1;0;0;0;0;0;1
"1354";NA;NA;0;0;0;0;0;0;0;0
"1355";561;570;1;0;0;0;0;0;1;0
"1356";520;530;0;0;0;0;1;0;1;0
"1357";555;558;0;0;0;1;0;1;0;0
"1358";584;584;0;0;0;1;0;1;0;0
"1359";585;585;0;0;0;1;0;0;0;1
"1360";595;605;0;0;0;1;0;1;0;0
"1361";595;605;0;0;1;0;0;0;0;1
"1362";558;580;1;0;0;0;0;0;1;0
"1363";584;590;0;0;1;0;0;0;0;1
"1364";600;605;0;0;1;0;0;0;1;0
"1365";577;586;0;0;0;1;0;0;1;0
"1366";541;542;0;1;0;0;0;0;0;1
"1367";494;506;0;0;0;1;0;1;0;0
"1368";555;560;0;0;0;1;0;1;0;0
"1369";533;533;1;0;0;0;0;1;0;0
"1370";510;520;1;0;0;0;0;1;0;0
"1371";591;625;1;0;0;0;0;1;0;0
"1373";NA;NA;0;0;0;0;0;0;0;0
"1374";587;588;0;1;0;0;0;1;0;0
